Bankrupt?, Current Ratio, Retained Earnings to Total Assets, ROA(C) before interest and depreciation before interest, Net worth/Assets
0,0.008497321,0.951859332,0.559450105,0.898993258
1,0.006817451,0.872127949,0.406035197,0.883181667
1,0.007306685,0.932146765,0.46404719,0.823200411
0,0.006434925,0.940236031,0.496221908,0.865344499
0,0.009307303,0.938218497,0.487739482,0.89403513
0,0.003990627,0.922597587,0.465607176,0.828309702
0,0.013144421,0.955672584,0.501145615,0.929800163
0,0.007792175,0.934249814,0.501486862,0.8331469
0,0.008128524,0.938008356,0.498708136,0.861172416
0,0.009999345,0.933059504,0.475064593,0.88139795
0,0.006378139,0.930846774,0.462048457,0.830335278
0,0.025816456,0.876677083,0.338955784,0.975844242
0,0.020550326,0.938098656,0.491541949,0.939051305
0,0.008878599,0.942675954,0.53371033,0.837953865
0,0.007387184,0.940144492,0.522595427,0.861716601
0,0.007033363,0.935823629,0.519524204,0.828158539
0,0.005697954,0.943072952,0.503485595,0.850379418
0,0.004200923,0.933073338,0.502218106,0.816579496
0,0.011307297,0.958501374,0.49480817,0.922332739
0,0.006014958,0.904831432,0.476185833,0.837228286
0,0.008216511,0.944479283,0.532199093,0.810593464
0,0.011500744,0.938942866,0.507824307,0.873023551
0,0.010091076,0.956289556,0.581046166,0.888018865
0,0.01718809,0.952256312,0.517379223,0.920246697
0,0.010555973,0.945810447,0.511480525,0.873295643
0,0.011157531,0.943293518,0.518159216,0.860446836
0,0.004698893,0.935435105,0.507726807,0.81249811
0,0.014005573,0.942611068,0.517622971,0.869818907
0,0.006193428,0.918351566,0.415882611,0.822444599
0,0.008150365,0.935670135,0.495051918,0.829519001
0,0.0179962,0.949315893,0.573489982,0.894125828
0,0.008578444,0.936698719,0.51425925,0.896876984
0,0.008248336,0.953832975,0.520937942,0.884904919
0,0.007426498,0.945968362,0.542582752,0.888593282
0,0.01501649,0.939921244,0.505045581,0.914895547
0,0.007634922,0.932573447,0.484034515,0.819995767
0,0.014175307,0.946874316,0.514600497,0.935483871
0,0.006630245,0.934047452,0.505240579,0.861293346
0,0.012009947,0.947821714,0.513333008,0.91323276
0,0.016927248,0.952221901,0.573928728,0.927593192
0,0.007332894,0.956136159,0.569736265,0.858088702
0,0.010794974,0.945858746,0.55881636,0.897421169
0,0.008361908,0.944477433,0.530736606,0.85028872
0,0.004184074,0.935152514,0.518500463,0.873114249
0,0.007230555,0.947429927,0.541559011,0.824167851
0,0.016270152,0.956032085,0.584409886,0.949632675
0,0.012255812,0.932897041,0.448301077,0.847325936
0,0.013591221,0.938345028,0.519085458,0.903558364
0,0.010934755,0.948010038,0.57709745,0.889016537
0,0.010920403,0.936486571,0.507336811,0.863470085
0,0.00845676,0.927974815,0.46053722,0.813858572
0,0.023231129,0.943980844,0.494418174,0.935544336
0,0.011326642,0.932930546,0.476185833,0.870786347
0,0.010269547,0.940539588,0.512309267,0.832330622
0,0.008854263,0.964713258,0.465607176,0.925053663
0,0.009761592,0.943894968,0.522400429,0.855851498
0,0.01328233,0.937299475,0.493296934,0.848051516
0,0.008132268,0.949646253,0.525422903,0.901532787
0,0.012432411,0.935184186,0.502218106,0.901925809
0,0.006762537,0.932404747,0.475015844,0.876923542
0,0.012391849,0.94041333,0.506898065,0.964990779
0,0.008106059,0.93987661,0.517281724,0.841370136
0,0.004787505,0.915429163,0.438356164,0.865646824
0,0.012160336,0.959748327,0.577487447,0.927804819
0,0.009022125,0.936424497,0.487446985,0.845511987
0,0.00747642,0.937705799,0.517427973,0.862774738
0,0.01039872,0.934438776,0.48115829,0.849895698
0,0.0043432,0.911723015,0.458538488,0.762433111
0,0.006419325,0.955922966,0.583288646,0.885721196
0,0.005204352,0.940150975,0.516452981,0.847688726
0,0.014299487,0.973988021,0.551601423,0.927835052
0,0.010545989,0.949797894,0.52454541,0.855004988
0,0.014134745,0.929803211,0.498123141,0.90594673
0,0.012618369,0.955989048,0.562716326,0.915076942
0,0.01067953,0.945391427,0.542144006,0.89318862
0,0.007879539,0.952354616,0.582313655,0.919097863
0,0.0109541,0.953283741,0.580168674,0.90751882
0,0.00754007,0.938897088,0.515234242,0.845632917
0,0.006458638,0.952614546,0.56115634,0.88284911
1,0.007451459,0.923828736,0.475795837,0.811772531
1,0.001297344,0.909091383,0.433871204,0.755268011
0,0.007032115,0.93900422,0.487836981,0.850560813
0,0.008787492,0.937260918,0.48803198,0.879795628
0,0.003240552,0.913749112,0.459659728,0.813888805
0,0.009782809,0.956410628,0.50626432,0.934002479
0,0.00390888,0.930996693,0.487349486,0.83849805
0,0.00678001,0.935084292,0.488080729,0.858209632
0,0.00901214,0.927677752,0.452201043,0.867188681
0,0.003722297,0.913766098,0.423487544,0.808688817
0,0.006818699,0.594171002,0,0.816700426
0,0.021212414,0.94025785,0.506605567,0.940593161
0,0.009428988,0.942783449,0.541071516,0.838528282
0,0.007649898,0.937098287,0.505971823,0.858209632
0,0.007234923,0.935146367,0.523570419,0.833570154
0,0.006379387,0.94597674,0.523862916,0.856909635
0,0.004962855,0.933161125,0.518549213,0.820056232
0,0.017191834,0.960456961,0.496806903,0.945218732
0,0.009550048,0.906751271,0.478574562,0.840100372
0,0.005193744,0.940024756,0.502461853,0.785621429
0,0.010693882,0.932323868,0.482669527,0.843667805
0,0.013367197,0.951549381,0.541071516,0.87544215
0,0.027974952,0.951880809,0.488470726,0.953834991
0,0.018285746,0.941178337,0.475698338,0.872267739
0,0.010681402,0.944199834,0.545263979,0.861988693
0,0.00602619,0.924735649,0.478379564,0.770867975
0,0.006043663,0.936024659,0.480963292,0.871360764
0,0.013082018,0.944808493,0.387071613,0.890407232
0,0.008733826,0.93247584,0.462682202,0.849774768
0,0.011986234,0.948237315,0.559693853,0.885418871
0,0.014127881,0.936606526,0.508214303,0.950086163
0,0.008748179,0.954131099,0.516501731,0.894307223
0,0.006662694,0.942331444,0.534149076,0.902228134
0,0.008335075,0.933965183,0.454492273,0.863197993
0,0.007337887,0.931775687,0.493881929,0.823019016
0,0.01366548,0.93151251,0.434553698,0.934667594
0,0.010841776,0.951353834,0.518939209,0.924207153
0,0.008554107,0.948390464,0.552088919,0.904163014
0,0.008225247,0.946427006,0.542192756,0.869032863
0,0.0143076,0.948419263,0.522546678,0.932974574
0,0.007941941,0.944119169,0.511529274,0.836200381
0,0.004794369,0.931497256,0.474479598,0.824288781
0,0.013596837,0.936295747,0.495198167,0.886930496
0,0.002389384,0.934587415,0.503241847,0.859116607
0,0.007138823,0.948193498,0.53258909,0.818121353
0,0.01632257,0.956996188,0.566226296,0.955497778
0,0.00559499,0.916168428,0.409301419,0.838467818
0,0.011301057,0.937867594,0.515867986,0.911569973
0,0.012287637,0.947671948,0.566470043,0.895728149
0,0.00394757,0.932451553,0.488958222,0.755509871
0,0.009946927,0.937779344,0.518549213,0.878344469
0,0.011483896,0.931028213,0.48803198,0.868156121
0,0.01632257,0.943452422,0.484034515,0.917314146
0,0.009322904,0.930064101,0.481597036,0.843063156
0,0.012062365,0.934365665,0.489591966,0.825528313
0,0.009299815,0.959786886,0.474723346,0.923390876
0,0.010464242,0.942313782,0.506605567,0.859842186
0,0.009636163,0.936770886,0.497586896,0.853674759
0,0.008298882,0.947621221,0.524204163,0.905463011
0,0.010936003,0.925101657,0.443523619,0.896121172
0,0.005785941,0.92411544,0.450348559,0.904102549
0,0.014578426,0.930089479,0.452981036,0.969162862
0,0.007385936,0.938346635,0.491834446,0.856274753
0,0.009898877,0.890548921,0.436503681,0.917556006
0,0.014067351,0.960395801,0.561302589,0.927502494
0,0.010816815,0.938993173,0.514113002,0.83958642
0,0.00830325,0.935158122,0.495295666,0.862230553
0,0.005321044,0.932691747,0.47423585,0.85065151
0,0.002984078,0.892579265,0.446009847,0.73217039
0,0.008880472,0.952576698,0.559206357,0.88771654
0,0.005118237,0.933675072,0.481353288,0.856184055
0,0.013148165,0.970682821,0.512699264,0.937267588
0,0.010187176,0.951647222,0.510261785,0.877346797
0,0.01376158,0.948935459,0.482767026,0.932218762
0,0.00997064,0.941931484,0.539755277,0.891253741
0,0.010716347,0.946896273,0.54740896,0.934335036
0,0.010779374,0.943891295,0.533174085,0.915953684
0,0.006861757,0.937886956,0.509384293,0.835716661
0,0.003912,0.915520704,0.364208063,0.790035372
1,0.003727913,0.932367185,0.477599571,0.831756205
0,0.005166911,0.916009581,0.448934822,0.820358557
0,0.009479534,0.941567277,0.496319407,0.896121172
0,0.009348489,0.94158103,0.499146882,0.927804819
0,0.00985894,0.932219549,0.486374494,0.915651359
0,0.009282966,0.932134751,0.475795837,0.877770052
0,0.019802746,0.938714584,0.484717009,0.935181546
0,0.023994309,0.944299002,0.479110808,0.937872238
0,0.030710045,0.939148035,0.493199435,0.943162923
0,0.006065504,0.930520388,0.456686004,0.852767784
0,0.009521343,0.93531943,0.487398235,0.916467636
0,0.006861757,0.942434182,0.516160484,0.870604952
0,0.005808406,0.932821113,0.480085799,0.865042174
0,0.013100739,0.93680429,0.50060937,0.90120023
1,0.006796859,0.901144134,0.39082533,0.846025939
0,0.004642731,0.910573691,0.454346024,0.812709738
0,0.014102296,0.937591104,0.473748355,0.898539771
0,0.008682032,0.929908262,0.451518549,0.929709466
0,0.011836469,0.921782235,0.469507142,0.920004837
0,0.008298882,0.932958526,0.473602106,0.889439792
0,0.018921626,0.937708987,0.479744552,0.933609457
0,0.020278252,0.934984757,0.453517282,0.934455966
0,0.015918827,0.937317071,0.490128211,0.905069988
0,0.004999048,0.928706153,0.4628772,0.846630589
0,0.008984683,0.933479875,0.469165895,0.911116486
0,0.008429927,0.942334862,0.50519183,0.872237506
0,0.006223382,0.933272129,0.483059523,0.851074765
0,0.012144112,0.937505382,0.502461853,0.894337455
1,0.003276745,0.914635424,0.433383708,0.763581945
0,0.004166602,0.906339118,0.476868327,0.835595731
0,0.009883901,0.90110562,0.361721835,0.858511957
0,0.009445836,0.934489055,0.477502072,0.941167579
0,0.034680079,0.929619247,0.490079462,0.95746289
0,0.012612129,0.936483053,0.489494467,0.881307253
0,0.021306018,0.940769331,0.497245649,0.950932672
0,0.019684182,0.945444722,0.513528007,0.952716389
0,0.018781845,0.947026451,0.508165554,0.923481573
0,0.008080474,0.931145588,0.501340613,0.847870121
0,0.009564401,0.939112241,0.491346951,0.86365148
0,0.010539749,0.933912433,0.475308341,0.832118995
0,0.006334458,0.93588942,0.487739482,0.88224446
0,0.00744085,0.935805879,0.499341881,0.79559815
0,0.020081061,0.934772088,0.488275728,0.937811773
1,0.011342866,0.933906541,0.480134549,0.814856245
0,0.00440373,0.9098758,0.479354556,0.843667805
0,0.011072664,0.888298601,0.41027641,0.788130725
0,0.008252704,0.937339006,0.474382099,0.922967621
0,0.038026714,0.940542171,0.483937016,0.953532666
0,0.011496376,0.934460696,0.472237118,0.884663059
0,0.018902281,0.944054165,0.494320675,0.956404753
0,0.020405553,0.95149989,0.506361819,0.954681501
0,0.031866983,0.944531822,0.504314337,0.942467576
0,0.010883585,0.939236635,0.522010432,0.863953805
0,0.007540694,0.934911035,0.45259104,0.856335218
0,0.007698572,0.935668565,0.474187101,0.835172476
0,0.007116982,0.936271578,0.481597036,0.886688636
0,0.012156592,0.936450831,0.48110954,0.82489343
0,0.01513443,0.917002742,0.415248867,0.928318771
0,0.024102265,0.943081686,0.508068054,0.954076851
0,0.008061129,0.940203453,0.511090528,0.906400218
0,0.006796235,0.93673597,0.490761956,0.883181667
0,0.008547243,0.944011249,0.486520743,0.883756084
1,0.003236183,0.905277282,0.431823722,0.866009614
0,0.022150321,0.940372153,0.524399162,0.966653566
0,0.004606538,0.900192607,0.447179837,0.878163074
0,0.008531643,0.936260208,0.485107005,0.880521208
0,0.0066109,0.940941131,0.46970214,0.886900263
1,0.107802472,0.882223386,0.433676205,0.99891163
0,0.036190215,0.946551134,0.507336811,0.975481452
0,0.00722057,0.935329016,0.517330473,0.911297881
0,0.007294205,0.939824084,0.489786964,0.890286302
0,0.008595917,0.93412847,0.480719544,0.904676966
1,0.007451459,0.923033507,0.44118364,0.826919007
1,0.003994995,0.934702252,0.493881929,0.824651571
1,0.005883289,0.934738873,0.488275728,0.792514436
1,0.003271129,0.880487934,0.360795593,0.841339904
0,0.010009953,0.940748516,0.497343148,0.929830396
0,0.009815882,0.939239,0.524204163,0.890528162
0,0.006167219,0.931377437,0.48232828,0.840281767
0,0.01496532,0.938267695,0.513820504,0.9368141
0,0.010853632,0.935742147,0.492029445,0.880883998
0,0.007439602,0.929592437,0.458587237,0.861323578
0,0.007807152,0.936732685,0.490956954,0.866281706
0,0.006795611,0.935018011,0.507824307,0.887897935
0,0.006951616,0.927377353,0.459220982,0.879342141
0,0.004894212,0.926733779,0.491200702,0.840432929
0,0.002530413,0.911663669,0.381952908,0.919853675
0,0.014127257,0.950333579,0.519280456,0.939686187
0,0.006811835,0.938281107,0.508896797,0.831846903
0,0.008532891,0.934959697,0.49602691,0.834174804
0,0.010237722,0.938309951,0.513528007,0.884542129
0,0.008046777,0.93789542,0.506898065,0.876590985
0,0.010121029,0.93622865,0.506508068,0.864558455
0,0.00304336,0.931587019,0.485399503,0.790972579
0,0.009556912,0.939196662,0.504996831,0.869758442
0,0.00481933,0.930683248,0.486228246,0.77129123
0,0.012504797,0.92890288,0.448154829,0.802128367
0,0.003863326,0.917793226,0.471505874,0.786316776
0,0.007708556,0.936273971,0.514015502,0.861414276
0,0.006892958,0.937450221,0.517427973,0.791153974
0,0.013931314,0.938470572,0.527616633,0.891193276
0,0.007254892,0.93813097,0.504606835,0.811409741
0,0.006700759,0.935327123,0.499244382,0.818272516
0,0.006883598,0.93895392,0.523765417,0.842277111
0,0.009703558,0.933494968,0.49826939,0.801493485
0,0.008750051,0.936493096,0.514697996,0.833116667
1,0.002328854,0.93141028,0.484960757,0.79596094
1,0.007415889,0.924882104,0.460098474,0.81261904
1,0.005843352,0.935399654,0.512358017,0.85793754
1,0.004071126,0.9205638,0.420465071,0.856667775
1,0.005290467,0.93508567,0.505874324,0.816186474
1,0.003703577,0.912694436,0.463657193,0.836532938
0,0.006303256,0.94058844,0.500950617,0.890739789
0,0.010479842,0.941053821,0.549456442,0.896876984
0,0.006222133,0.933608576,0.501779359,0.834265502
0,0.014461733,0.934556463,0.508116804,0.933004807
0,0.010104805,0.934855766,0.484960757,0.872086344
0,0.00688859,0.920288696,0.442109882,0.842246878
0,0.006914799,0.935712661,0.495246917,0.843123621
0,0.006248342,0.93500991,0.519036708,0.886477008
0,0.006351306,0.921903763,0.461317213,0.874263083
0,0.005653024,0.931037186,0.496173158,0.850863138
0,0.002014346,0.921496728,0.426948764,0.895909544
0,0.007792175,0.930224308,0.482474528,0.873084016
0,0.009059566,0.948405471,0.510261785,0.929860628
0,0.008388741,0.93692577,0.502169356,0.816670194
0,0.009100128,0.932338344,0.490128211,0.841067811
0,0.009739127,0.937105989,0.501291864,0.884542129
0,0.006371275,0.930821015,0.47881831,0.864467757
0,0.00834818,0.936519154,0.497976893,0.872811924
0,0.003167541,0.932088907,0.487836981,0.796353962
0,0.007604968,0.93797943,0.493979428,0.863258458
0,0.004720734,0.926530465,0.467167162,0.77603773
0,0.010275787,0.926041761,0.458830985,0.789491187
0,0.00384835,0.917790107,0.49144445,0.787072588
0,0.006565346,0.936143768,0.508116804,0.857363122
0,0.006944752,0.939359538,0.513674255,0.815702754
0,0.011145675,0.94202562,0.554477648,0.88127702
0,0.006272055,0.938233477,0.5029006,0.809384164
0,0.006721352,0.935448743,0.508019305,0.813556248
0,0.007731021,0.934621743,0.503241847,0.842005019
0,0.007450211,0.934419962,0.500999366,0.797502797
0,0.009181251,0.933699999,0.501340613,0.833358527
1,0.004753807,0.91858858,0.468629649,0.836744566
0,0.005704194,0.939567567,0.4970994,0.897390936
0,0.010976565,0.935732975,0.508019305,0.894549082
0,0.004702013,0.931121705,0.482669527,0.825195755
0,0.0097566,0.926104051,0.436991176,0.909453699
0,0.01181026,0.934785709,0.477989568,0.879916558
0,0.007178137,0.924699844,0.468970897,0.839979442
0,0.006699511,0.935161527,0.491005704,0.831060858
0,0.006491087,0.933851996,0.500365622,0.894186293
0,0.006031806,0.918368364,0.467605908,0.885902591
0,0.008758787,0.933196573,0.491590699,0.876681682
0,0.001554441,0.913505164,0.400672744,0.87580494
0,0.006790618,0.931760407,0.480378297,0.88284911
0,0.008456136,0.94630513,0.504070589,0.917949028
0,0.007806528,0.934947901,0.489689465,0.828853886
0,0.008861127,0.931720617,0.481938283,0.841430601
0,0.011787171,0.936497217,0.479647053,0.885418871
0,0.006037423,0.934498022,0.493199435,0.859116607
0,0.007606217,0.931450416,0.469507142,0.84566315
0,0.003065825,0.931384953,0.488226978,0.798077214
0,0.008491081,0.940269178,0.505240579,0.875895637
0,0.004338832,0.929004656,0.471700873,0.77068658
0,0.007764718,0.932589026,0.494613172,0.79487257
0,0.003432127,0.917184862,0.494661922,0.795688847
0,0.006694519,0.931760184,0.484863257,0.862260785
0,0.007460195,0.936861249,0.49261444,0.812528343
0,0.013123204,0.941948718,0.535124068,0.898932793
0,0.006057391,0.937114351,0.491054453,0.800072558
0,0.00732603,0.936400019,0.507678058,0.832481785
0,0.009104496,0.938656298,0.52454541,0.859570094
0,0.007839601,0.925624904,0.460244723,0.817577168
0,0.009956911,0.931566358,0.484083264,0.846721287
1,0.012971566,0.933164409,0.487885731,0.860386371
0,0.010190296,0.941420812,0.506166821,0.87069565
0,0.012238339,0.949227528,0.595817287,0.922725761
0,0.006426813,0.935572598,0.499341881,0.835656196
0,0.016198389,0.935684796,0.492370692,0.933125737
0,0.009778441,0.939172275,0.504460586,0.859872419
0,0.00781152,0.926741643,0.490128211,0.847658494
0,0.006696391,0.933525722,0.470725881,0.817184146
0,0.008524154,0.944691351,0.551503924,0.899900233
0,0.008032424,0.933245927,0.49939063,0.892190948
0,0.008299506,0.941948643,0.514649247,0.863591015
0,0.002164112,0.929649461,0.509920538,0.914835082
0,0.005951932,0.93567949,0.495490664,0.86389334
0,0.018452985,0.958786307,0.57368498,0.95126523
0,0.009130705,0.937509595,0.504606835,0.811530671
0,0.010527268,0.94776448,0.550528933,0.859842186
0,0.010095444,0.938038735,0.507775557,0.860809626
0,0.008575948,0.934203937,0.487690733,0.870423557
0,0.009736007,0.93735994,0.509628041,0.858572422
0,0.004305759,0.934473166,0.504168089,0.795567917
0,0.0078084,0.945360205,0.527470385,0.867218913
0,0.005050842,0.936136701,0.500853118,0.768237748
0,0.008481097,0.937858253,0.524399162,0.814221362
0,0.006316985,0.924322816,0.503680593,0.803609759
0,0.023258586,0.940586112,0.531711598,0.868911933
0,0.006305129,0.932503578,0.485107005,0.799346978
0,0.009133825,0.941150923,0.532394092,0.841793391
0,0.008264561,0.9395247,0.493296934,0.799679536
0,0.008573452,0.940039571,0.520304197,0.853886386
0,0.008698257,0.933658789,0.486569493,0.837167821
0,0.007772207,0.933678571,0.485789499,0.802884179
0,0.014199644,0.941214781,0.535221567,0.882304925
1,0.006758793,0.907921884,0.499780627,0.812528343
0,0.006193428,0.941491775,0.50168186,0.825679475
0,0.011726016,0.947061172,0.570906255,0.933730387
0,0.008977195,0.949378235,0.575342466,0.893732805
0,0.016195269,0.940820327,0.554770146,0.917858331
0,0.009677973,0.93860999,0.494369424,0.860779394
0,0.012696372,0.934514719,0.488421976,0.889228165
0,0.00677065,0.934759896,0.49032321,0.819028328
0,0.009601842,0.959907566,0.579973675,0.904979291
0,0.006978449,0.927699613,0.474528348,0.870725882
0,0.008269553,0.9415279,0.511041778,0.838891072
0,0.006226502,0.925674872,0.432896212,0.902772319
0,0.013245512,0.949167607,0.586164871,0.841581764
0,0.019563746,0.961445034,0.569931263,0.93911177
0,0.012408698,0.944051708,0.554623897,0.842307343
0,0.011719152,0.95059114,0.509433042,0.849291048
0,0.011860181,0.945046112,0.551503924,0.851437555
0,0.010698251,0.934643512,0.496611905,0.884995616
0,0.012913532,0.948574824,0.597523522,0.873356108
0,0.009214948,0.941390613,0.518110467,0.811530671
0,0.007138823,0.93751143,0.476185833,0.830063186
0,0.006145379,0.922289124,0.453468532,0.78211446
0,0.007370336,0.950299691,0.598206016,0.844302688
0,0.007644906,0.942236149,0.544581485,0.857393355
0,0.009460813,0.945153238,0.548773948,0.870514255
0,0.021104458,0.94546053,0.530736606,0.865132872
0,0.012569696,0.946398816,0.569687515,0.914562989
0,0.008218383,0.942343855,0.543898991,0.843546875
0,0.008602781,0.944268948,0.501779359,0.817153914
0,0.006685159,0.940367861,0.515526739,0.825346918
0,0.009872044,0.936374896,0.50855555,0.845723615
0,0.007460819,0.938046027,0.505289329,0.78758654
0,0.008841158,0.944637568,0.585531127,0.832935272
1,0.001853972,0.924144568,0.458733486,0.785772591
0,0.004859267,0.920805593,0.43430995,0.866553799
0,0.007407777,0.930656926,0.458733486,0.922453669
0,0.002291413,0.942101284,0.479013309,0.898297911
0,0.011468295,0.941388769,0.529030371,0.929286211
0,0.007617449,0.939571378,0.507336811,0.889016537
0,0.006946,0.938105494,0.471213377,0.880128186
0,0.017113831,0.938836653,0.520206698,0.948574538
0,0.013955651,0.937564566,0.498171891,0.916890891
0,0.010454258,0.935313978,0.509335543,0.878828189
0,0.01259216,0.939510632,0.502608102,0.902016507
0,0.014927255,0.953453877,0.526641642,0.905765335
0,0.010144118,0.936964004,0.510651782,0.883000272
0,0.008721346,0.952918632,0.502023107,0.883332829
1,0.003458336,0.905311802,0.370496758,0.836260846
1,0.009193731,0.927626603,0.443084873,0.824923663
0,0.00982337,0.946359255,0.479695803,0.920609487
0,0.01057407,0.947872289,0.506508068,0.840070139
0,0.010771261,0.932719742,0.489689465,0.825830638
0,0.011552538,0.929316021,0.506800565,0.880339813
0,0.017329119,0.946164797,0.512114269,0.902560692
0,0.009457693,0.938198799,0.492224443,0.878465399
0,0.024406788,0.940924725,0.527811632,0.965414034
0,0.011219934,0.94953728,0.56569005,0.866946821
0,0.008857383,0.938460245,0.516111734,0.926293195
0,0.009653636,0.947669579,0.588992346,0.895214197
0,0.009799033,0.941795742,0.524886657,0.837470145
0,0.040486613,0.940529428,0.527421635,0.883423527
0,0.008260193,0.939358981,0.495783162,0.80155395
0,0.109245213,0.943123621,0.513918003,0.985851196
0,0.020391824,0.946607398,0.537659045,0.926172265
0,0.006144755,0.959387468,0.617900843,0.920065302
0,0.011005894,0.934007702,0.566080047,0.925446685
0,0.00813726,0.942743215,0.558231365,0.797351634
0,0.00955504,0.922419164,0.433481207,0.869788675
0,0.022592753,0.913333311,0.42738751,0.917949028
0,0.009135073,0.943668722,0.5485302,0.87592587
0,0.074737988,0.921719847,0.418027592,0.981497717
0,0.004380642,0.958119125,0.733193585,0.829881791
0,0.007573143,0.933199423,0.476868327,0.823139946
0,0.004768784,0.929483917,0.46165846,0.877407262
0,0.004086727,0.929152903,0.523619168,0.831877135
0,0.009689205,0.931816543,0.529274119,0.924811803
0,0.028988365,0.950969963,0.4971969,0.97460471
0,0.010434289,0.941893985,0.499780627,0.860446836
0,0.010986549,0.924505691,0.469409643,0.865707289
0,0.023729099,0.931421081,0.461268464,0.901623485
0,0.008583437,0.937507004,0.505679325,0.812709738
0,0.010120405,0.943385106,0.525812899,0.854914291
0,0.027045781,0.943489157,0.531077853,0.893460713
0,0.008152861,0.935920638,0.520986691,0.822867854
0,0.008529147,0.944158412,0.528396627,0.791365601
0,0.01783021,0.934560487,0.486569493,0.932883877
0,0.0230901,0.94301495,0.530054112,0.944160595
0,0.023810846,0.935542708,0.485594501,0.910421139
0,0.008697633,0.933900911,0.487544484,0.801281857
0,0.020215226,0.931611992,0.560961342,0.933972247
0,0.01539652,0.910298225,0.440549895,0.90023279
0,0.010144742,0.935530932,0.507921806,0.841339904
0,0.037058231,0.947453239,0.61604836,0.965776824
0,0.013340364,0.935098508,0.495003169,0.875986335
0,0.009653636,0.943016157,0.477794569,0.918856003
0,0.021529418,0.938810971,0.496806903,0.973758201
0,0.013704793,0.940127969,0.513966753,0.899174653
0,0.023661081,0.929824886,0.465948423,0.939051305
0,0.006048031,0.932778493,0.508896797,0.83934456
0,0.022788072,0.957322267,0.653000536,0.949118723
0,0.006242726,0.931527134,0.49368693,0.77141216
0,0.02072318,0.953775455,0.570613757,0.91979321
0,0.013850191,0.916604435,0.410520158,0.929497838
0,0.018030521,0.97276876,0.56686004,0.9320676
0,0.006728216,0.928392415,0.529761615,0.946941984
0,0.006647093,0.934657578,0.489738215,0.780240046
0,0.007935077,0.94167832,0.591673573,0.844998035
0,0.008044905,0.942656984,0.534782821,0.870725882
0,0.020195257,0.863091867,0.387802857,0.919158328
0,0.009936318,0.934603763,0.511139278,0.829730629
0,0.007387808,0.934471803,0.497391898,0.838044563
0,0.0119438,0.934547257,0.485009506,0.883604922
0,0.010624616,0.927088754,0.482815775,0.858572422
0,0.009978128,0.932335926,0.469994638,0.828702724
0,0.02782893,0.965597725,0.631940721,0.948453608
0,0.015429593,0.951025905,0.635548189,0.895939777
0,0.036629527,0.900101465,0.301906108,0.939837349
0,0.010308236,0.939960814,0.504168089,0.909574629
0,0.054108412,0.910230267,0.334080827,0.990567464
0,0.008627118,0.926272265,0.455321016,0.845239895
0,0.008126652,0.913680501,0.362355579,0.860084046
0,0.011876406,0.940966225,0.531614098,0.927109472
0,0.007183753,0.906461861,0.441378638,0.853342202
0,0.038208305,0.878010381,0.390337835,0.936844333
0,0.049637911,0.930245679,0.459318481,0.963600085
0,0.005068315,0.922740504,0.422122556,0.877497959
0,0.020658906,0.918450345,0.44459611,0.934546664
0,0.005981885,0.947840608,0.525081656,0.843153853
0,0.006552866,0.939803632,0.507141813,0.857665447
0,0.058016044,0.876121747,0.383366646,0.973002388
1,0.008994668,0.92173281,0.443523619,0.895576987
1,0.005275491,0.936187345,0.498903135,0.821749252
1,0.01519184,0.854834083,0.024277288,0.929860628
1,0.006445534,0.899659604,0.459220982,0.81978414
1,0.004453028,0.910702375,0.411300151,0.768298213
1,0.003101394,0.927387952,0.491493199,0.880067721
1,0.008924777,0.932292692,0.479744552,0.855095686
0,0.007846465,0.943074728,0.484180763,0.89355141
0,0.009716038,0.94604055,0.514210501,0.854763128
0,0.009010268,0.931418021,0.498123141,0.816458566
0,0.019041438,0.942597475,0.5028031,0.954893128
0,0.006798731,0.935085198,0.48798323,0.841551531
0,0.016559075,0.947291333,0.580509921,0.943072225
0,0.02108449,0.947806408,0.552966412,0.93182574
0,0.006273927,0.938835519,0.509823039,0.909725791
0,0.014993401,0.943644266,0.566226296,0.929195513
0,0.013239896,0.940994062,0.528591625,0.864981709
0,0.009145681,0.937649716,0.50855555,0.907458355
0,0.009439596,0.939722296,0.510700531,0.824742268
0,0.057556139,0.940760649,0.490859455,0.988934909
0,0.007820256,0.944237527,0.544483986,0.891344439
0,0.01768606,0.950352415,0.617413348,0.930072256
0,0.011443334,0.940632688,0.547603958,0.902228134
0,0.009241781,0.944121307,0.557110125,0.817698098
0,0.012804328,0.927163348,0.484863257,0.875139825
0,0.023764044,0.932393718,0.517476722,0.924872268
0,0.013995588,0.935815952,0.51308926,0.921214137
0,0.017800256,0.947995465,0.612489641,0.915167639
0,0.004802481,0.942515067,0.551601423,0.810865556
0,0.010525396,0.940254545,0.527909131,0.885358406
0,0.01707951,0.929053428,0.531370351,0.930011791
0,0.015018986,0.941502083,0.450689806,0.966109381
0,0.007453955,0.937791858,0.514405499,0.813284155
0,0.004028069,0.934007931,0.475357091,0.890800254
0,0.002991566,0.923034846,0.52347292,0.811046951
0,0.023801486,0.936918685,0.434504948,0.973214016
0,0.016692616,0.932965635,0.446009847,0.916739729
0,0.004901701,0.926349047,0.491639448,0.825346918
0,0.007141319,0.93415689,0.503924341,0.843184086
0,0.008329459,0.936334535,0.51538049,0.782567948
0,0.0135569,0.962663181,0.681421538,0.886295613
